SubscriptionName,PolicyName,RetentionDays,RetentionMonths,RunFreq,IdSegment,RecoveryServicesVault,SnapshotRetentionDays,SnapshotType
Sub-Moog-Core-Security,VirtualMachine-Tier3,14,1,Daily,vaults,RSV-GBAZ1-Security-Backup,2,null
Sub-Moog-Core-Security,VirtualMachine-Tier1,30,23,Daily,vaults,RSV-GBAZ1-Security-Backup,5,null
Sub-Moog-Core-Security,VirtualMachine-Tier2,30,6,Daily,vaults,RSV-GBAZ1-Security-Backup,5,null
Visual Studio Enterprise Subscription,VirtualMachine-Tier3,30,1,Daily,vaults,defaultVault1,2,null
Visual Studio Enterprise Subscription,VirtualMachine-Tier1,30,13,Daily,vaults,defaultVault1,5,null
Visual Studio Enterprise Subscription,VirtualMachine-Tier2,30,6,Daily,vaults,defaultVault1,5,null
Sub-MoogInno-Aircraft-Convergence-NonProd,VirtualMachine-Tier2,30,6,Daily,vaults,vault150,5,null
Sub-MoogInno-Aircraft-Convergence-NonProd,VirtualMachine-Tier3,30,1,Daily,vaults,vault150,2,null
Sub-MoogInno-Aircraft-Convergence-NonProd,VirtualMachine-Tier1,30,13,Daily,vaults,vault150,5,null
Sub-Moog-Innovation,VirtualMachine-Tier3,30,1,Daily,vaults,RSV-USAE1-Autonomy-Innovation,2,null
Sub-Moog-Innovation,VirtualMachine-Tier1,30,13,Daily,vaults,RSV-USAE1-Autonomy-Innovation,5,null
Sub-Moog-Innovation,VirtualMachine-Tier2,30,6,Daily,vaults,RSV-USAE1-Autonomy-Innovation,5,null
Sub-Moog-Innovation,VirtualMachine-Tier3,30,1,Daily,vaults,RSV-USAE1-Backup-IaaS,2,null
Sub-Moog-Innovation,VirtualMachine-Tier1,30,13,Daily,vaults,RSV-USAE1-Backup-IaaS,5,null
Sub-Moog-Innovation,VirtualMachine-Tier2,30,6,Daily,vaults,RSV-USAE1-Backup-IaaS,5,null
Sub-Moog-Innovation,VirtualMachine-Tier3,30,1,Daily,vaults,RSV-USAE2-Moog-Innovation,2,null
Sub-Moog-Innovation,VirtualMachine-Tier2,30,6,Daily,vaults,RSV-USAE2-Moog-Innovation,5,null
Sub-Moog-Innovation,VirtualMachine-Tier1,30,13,Daily,vaults,RSV-USAE2-Moog-Innovation,5,null
Sub-MoogComm-Corp-MES-NonProd,VirtualMachine-Tier3,30,1,Daily,vaults,RSV-USAE2-MES-Backup-NP,2,null
Sub-MoogComm-Corp-MES-NonProd,VirtualMachine-Tier1,30,13,Daily,vaults,RSV-USAE2-MES-Backup-NP,5,null
Sub-MoogComm-Corp-MES-NonProd,VirtualMachine-Tier2,30,6,Daily,vaults,RSV-USAE2-MES-Backup-NP,5,null
