SubscriptionName,PolicyName,RetentionDays,RetentionWeeks,RetentionMonths,RetentionYears,RunFreq,WorkloadType,IdSegment,RecoveryServicesVault,SnapshotRetentionDays,SnapshotType
Sub-Moog-Core-Security,FileShare-Tier1,30,null,13,null,Daily,vaults,AzureFileShare,RSV-GBAZ1-Security-Backup,null,
Sub-Moog-Core-Security,FileShare-Tier2,30,null,6,null,Daily,vaults,AzureFileShare,RSV-GBAZ1-Security-Backup,null,
Sub-Moog-Core-Security,FileShare-Tier3,14,null,1,null,Daily,vaults,AzureFileShare,RSV-GBAZ1-Security-Backup,null,
Sub-MoogInno-Aircraft-Convergence-NonProd,FileShare-Tier2,30,null,6,null,Daily,vaults,AzureFileShare,vault150,null,
Sub-MoogInno-Aircraft-Convergence-NonProd,FileShare-Tier1,30,null,13,null,Daily,vaults,AzureFileShare,vault150,null,
Sub-MoogInno-Aircraft-Convergence-NonProd,FileShare-Tier3,30,null,1,null,Daily,vaults,AzureFileShare,vault150,null,
Sub-Moog-Innovation,FileShare-Tier1,30,null,13,null,Daily,vaults,AzureFileShare,RSV-USAE1-Autonomy-Innovation,null,
Sub-Moog-Innovation,FileShare-Tier3,30,null,1,null,Daily,vaults,AzureFileShare,RSV-USAE1-Autonomy-Innovation,null,
Sub-Moog-Innovation,FileShare-Tier2,30,null,6,null,Daily,vaults,AzureFileShare,RSV-USAE1-Autonomy-Innovation,null,
Sub-Moog-Innovation,FileShare-Tier2,30,null,6,null,Daily,vaults,AzureFileShare,RSV-USAE1-Backup-IaaS,null,
Sub-Moog-Innovation,FileShare-Tier3,30,null,1,null,Daily,vaults,AzureFileShare,RSV-USAE1-Backup-IaaS,null,
Sub-Moog-Innovation,FileShare-Tier1,30,null,13,null,Daily,vaults,AzureFileShare,RSV-USAE1-Backup-IaaS,null,
Sub-Moog-Innovation,FileShare-Tier2,30,null,6,null,Daily,vaults,AzureFileShare,RSV-USAE2-Moog-Innovation,null,
Sub-Moog-Innovation,FileShare-Tier1,30,null,13,null,Daily,vaults,AzureFileShare,RSV-USAE2-Moog-Innovation,null,
Sub-Moog-Innovation,FileShare-Tier3,30,null,1,null,Daily,vaults,AzureFileShare,RSV-USAE2-Moog-Innovation,null,
Sub-MoogComm-Corp-MES-NonProd,FileShare-Tier3,14,null,1,null,Daily,vaults,AzureFileShare,RSV-USAE2-MES-Backup-NP,null,
Sub-MoogComm-Corp-MES-NonProd,FileShare-Tier2,30,null,6,null,Daily,vaults,AzureFileShare,RSV-USAE2-MES-Backup-NP,null,
Sub-MoogComm-Corp-MES-NonProd,FileShare-Tier1,30,null,13,null,Daily,vaults,AzureFileShare,RSV-USAE2-MES-Backup-NP,null,
