SubscriptionName,PolicyName,RetentionDays,RetentionMonths,SchedulePolicyType,ScheduleRunFrequency,WorkloadType,ResourceGroup,RecoveryServicesVault
Sub-MoogComm-GenerativeAI-NonProd,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-GEN-AI-DEVVM-D,RSV-USAE2-BACKUP-GENAI-NON-PROD
Sub-MoogComm-GenerativeAI-NonProd,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-GEN-AI-DEVVM-D,RSV-USAE2-BACKUP-GENAI-NON-PROD
Sub-MoogComm-SmartFactory-Dev,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,rg-USAE2-FAC-PLA-2-MANAGEMENT-D,RSV-USAE2-Backup-IaaS-Smart-Factory-Dev
Sub-MoogComm-SmartFactory-Dev,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,rg-USAE2-FAC-PLA-2-MANAGEMENT-D,RSV-USAE2-Backup-IaaS-Smart-Factory-Dev
Sub-MoogComm-SmartFactory-Dev,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,rg-USAE2-FAC-PLA-2-MANAGEMENT-D,RSV-USAE2-Backup-IaaS-Smart-Factory-Dev
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAZ2-ADSAP-Recovery-NP,rsv-usaz2-adsap-recovery-np
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAZ2-ADSAP-Recovery-NP,rsv-usaz2-adsap-recovery-np
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAZ2-ADSAP-Recovery-NP,rsv-usaz2-adsap-recovery-np
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-ADSAP-Middleware-Common-QA,rsv-usae2-adsap-middleware-common-qa
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-ADSAP-Middleware-Common-QA,rsv-usae2-adsap-middleware-common-qa
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-ADSAP-Middleware-Common-QA,rsv-usae2-adsap-middleware-common-qa
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-3-Backup-QA,rsv-gbaz1-adsap-3-backup-qa
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-3-Backup-QA,rsv-gbaz1-adsap-3-backup-qa
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-3-Backup-QA,rsv-gbaz1-adsap-3-backup-qa
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-4-Backup-QA,rsv-gbaz1-adsap-4-backup-qa
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-4-Backup-QA,rsv-gbaz1-adsap-4-backup-qa
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-4-Backup-QA,rsv-gbaz1-adsap-4-backup-qa
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-Backup-NP,RSV-GBAZ1-ADSAP-Backup-NP
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-Backup-NP,RSV-GBAZ1-ADSAP-Backup-NP
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-Backup-NP,RSV-GBAZ1-ADSAP-Backup-NP
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-Backup-QA,rsv-gbaz1-adsap-backup-qa
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-Backup-QA,rsv-gbaz1-adsap-backup-qa
Sub-Moog-AD-SAP-NonProd,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-Backup-QA,rsv-gbaz1-adsap-backup-qa
Sub-Moog-AD-SAP-Prod,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-Backup,rsv-gbaz1-adsap-backup
Sub-Moog-AD-SAP-Prod,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-Backup,rsv-gbaz1-adsap-backup
Sub-Moog-AD-SAP-Prod,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-ADSAP-Backup,rsv-gbaz1-adsap-backup
Sub-Moog-Commercial-EndUserVirtualization-Prod,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-IEAZ1-Backup-Infrastructure-Prod,RSV-IEAZ1-Backup-IaaS
Sub-Moog-Commercial-EndUserVirtualization-Prod,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-IEAZ1-Backup-Infrastructure-Prod,RSV-IEAZ1-Backup-IaaS
Sub-Moog-Commercial-EndUserVirtualization-Prod,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-IEAZ1-Backup-Infrastructure-Prod,RSV-IEAZ1-Backup-IaaS
Sub-Moog-Commercial-EndUserVirtualization-Prod,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-NLAW2-Backup-Infrastructure-Prod,RSV-NLAW2-Backup-IaaS
Sub-Moog-Commercial-EndUserVirtualization-Prod,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-NLAW2-Backup-Infrastructure-Prod,RSV-NLAW2-Backup-IaaS
Sub-Moog-Commercial-EndUserVirtualization-Prod,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-NLAW2-Backup-Infrastructure-Prod,RSV-NLAW2-Backup-IaaS
Sub-Moog-Commercial-EndUserVirtualization-Prod,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAZ2-Backup-Infrastructure-Prod,RSV-USAZ2-Backup-IaaS
Sub-Moog-Commercial-EndUserVirtualization-Prod,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAZ2-Backup-Infrastructure-Prod,RSV-USAZ2-Backup-IaaS
Sub-Moog-Commercial-EndUserVirtualization-Prod,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAZ2-Backup-Infrastructure-Prod,RSV-USAZ2-Backup-IaaS
Sub-Moog-Commercial-EndUserVirtualization-Prod,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-Backup-Infrastructure-Prod,RSV-USAE2-Backup-IaaS
Sub-Moog-Commercial-EndUserVirtualization-Prod,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-Backup-Infrastructure-Prod,RSV-USAE2-Backup-IaaS
Sub-Moog-Commercial-EndUserVirtualization-Prod,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-Backup-Infrastructure-Prod,RSV-USAE2-Backup-IaaS
Sub-Moog-Core-Networking,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-NLAW2-Networking-Backup,RSV-NLAW2-Networking-Backup
Sub-Moog-Core-Networking,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-NLAW2-Networking-Backup,RSV-NLAW2-Networking-Backup
Sub-Moog-Core-Networking,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-NLAW2-Networking-Backup,RSV-NLAW2-Networking-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-NLAW2-Identity-Backup,rsv-nlaw2-identity-backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-NLAW2-Identity-Backup,rsv-nlaw2-identity-backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-NLAW2-Identity-Backup,rsv-nlaw2-identity-backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-SGAZ1-Identity-Backup,RSV-SGAZ1-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-SGAZ1-Identity-Backup,RSV-SGAZ1-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-SGAZ1-Identity-Backup,RSV-SGAZ1-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-AUAZ1-Identity-Backup,RSV-AUAZ1-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-AUAZ1-Identity-Backup,RSV-AUAZ1-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-AUAZ1-Identity-Backup,RSV-AUAZ1-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAZ2-Identity-Backup,RSV-USAZ2-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAZ2-Identity-Backup,RSV-USAZ2-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAZ2-Identity-Backup,RSV-USAZ2-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-Identity-Backup,RSV-USAE2-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-Identity-Backup,RSV-USAE2-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-Identity-Backup,RSV-USAE2-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-CAAZ1-Identity-Backup,RSV-CAAZ1-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-CAAZ1-Identity-Backup,RSV-CAAZ1-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-CAAZ1-Identity-Backup,RSV-CAAZ1-Identity-Backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-Identity-Backup,rsv-gbaz1-identity-backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-Identity-Backup,rsv-gbaz1-identity-backup
Sub-Moog-Core-Identity,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-GBAZ1-Identity-Backup,rsv-gbaz1-identity-backup
Sub-Moog-Core-Security,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-NLAW2-Security-Backup,RSV-NLAW2-Security-Backup
Sub-Moog-Core-Security,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-NLAW2-Security-Backup,RSV-NLAW2-Security-Backup
Sub-Moog-Core-Security,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-NLAW2-Security-Backup,RSV-NLAW2-Security-Backup
Sub-Moog-Core-Security,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-SGAZ1-Security-Backup,RSV-SGAZ1-Security-Backup
Sub-Moog-Core-Security,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-SGAZ1-Security-Backup,RSV-SGAZ1-Security-Backup
Sub-Moog-Core-Security,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-SGAZ1-Security-Backup,RSV-SGAZ1-Security-Backup
Sub-Moog-Core-Security,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAZ2-Backup-Recovery,RSV-USAZ2-Backup-IaaS
Sub-Moog-Core-Security,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAZ2-Backup-Recovery,RSV-USAZ2-Backup-IaaS
Sub-Moog-Core-Security,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAZ2-Backup-Recovery,RSV-USAZ2-Backup-IaaS
Sub-Moog-Core-Security,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-Security-Backup,RSV-USAE2-Security-Backup
Sub-Moog-Core-Security,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-Security-Backup,RSV-USAE2-Security-Backup
Sub-Moog-Core-Security,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-Security-Backup,RSV-USAE2-Security-Backup
Visual Studio Enterprise Subscription,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-ASR-Test,defaultVault1
Visual Studio Enterprise Subscription,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-ASR-Test,defaultVault1
Visual Studio Enterprise Subscription,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-ASR-Test,defaultVault1
Sub-MoogInno-Aircraft-Convergence-NonProd,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,Quality-Prod,vault150
Sub-MoogInno-Aircraft-Convergence-NonProd,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,Quality-Prod,vault150
Sub-MoogInno-Aircraft-Convergence-NonProd,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,Quality-Prod,vault150
Sub-Moog-Innovation,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,autonomy-innovation,RSV-USAE1-Autonomy-Innovation
Sub-Moog-Innovation,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,autonomy-innovation,RSV-USAE1-Autonomy-Innovation
Sub-Moog-Innovation,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,autonomy-innovation,RSV-USAE1-Autonomy-Innovation
Sub-Moog-Innovation,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE1-Backup-Recovery,RSV-USAE1-Backup-IaaS
Sub-Moog-Innovation,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE1-Backup-Recovery,RSV-USAE1-Backup-IaaS
Sub-Moog-Innovation,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE1-Backup-Recovery,RSV-USAE1-Backup-IaaS
Sub-Moog-Innovation,SQLVirtualMachine-Tier3,30,1,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-INNOVATION-SYSTEM,RSV-USAE2-Moog-Innovation
Sub-Moog-Innovation,SQLVirtualMachine-Tier1,30,13,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-INNOVATION-SYSTEM,RSV-USAE2-Moog-Innovation
Sub-Moog-Innovation,SQLVirtualMachine-Tier2,30,6,SimpleSchedulePolicy,Daily,SQLDataBase,RG-USAE2-INNOVATION-SYSTEM,RSV-USAE2-Moog-Innovation
