Subscription,Resource Group,VM Name,Change Tracking Enabled
Moog-Azure-IaaS,RG-USAE2-Aircraft_Command_Center_Analytics,USAE2SVCCADEV01,No
Moog-Azure-IaaS,RG-USAE2-Citrix,USAE2SVCITXFL01,No
Moog-Azure-IaaS,RG-USAE2-Certificate_Services,USAE2SVCESCEP1,No
Moog-Azure-IaaS,RG-USAE2-HCM,USAE2SVHCM01,No
Moog-Azure-IaaS,RG-USAE2-HCM,USAZUREHCM02,No
Moog-Azure-IaaS,RG-USAE2-NameSpace-CORP,USAE2SVDFS01,No
Moog-Azure-IaaS,RG-USAE2-OnBase,USAE2SVOBDV01,No
Moog-Azure-IaaS,RG-USAE2-OnBase,usae2svobfs01,No
Moog-Azure-IaaS,RG-USAE2-OnBase,usae2svobrs01,No
Moog-Azure-IaaS,RG-USAE2-OnBase,usae2svobws01,No
Moog-Azure-IaaS,RG-USAE2-SFTP,usae2psftp01,Yes
Moog-Azure-IaaS,RG-USAE2-SFTP,usae2svsftp01,No
Moog-Azure-IaaS,RG-USAE2-PRD-MDGSharedSQL,cral1svsql01v,No
Moog-Azure-IaaS,RG-USAE2-XDM,USAzureXDM01,No
Moog-Azure-IaaS,RG-USAE2-Veeam,USAE2SVVBOM01,No
Moog-Azure-IaaS,RG-USAE2-Veeam,USAE2SVVONE01,No
Moog-Azure-IaaS,RG-USAZ2-Directory,usaz2svpcaasdc1,No
Moog-Azure-IaaS,RG-USAZ2-NDES,USAzureNDES,No
Moog-Azure-IaaS,RG-USEA2-AzureMigrationASP,usae2svaspdv1,No
Moog-Azure-IaaS,RG-USEA2-AzureMigrationASP,usae2svaspp01,No
Moog-Azure-IaaS,RG-USEA2-AzureMigrationASP,usae2svaspqa1,No
Moog-Azure-IaaS,RG-USAE2-PRD-MDGDW,slmdw2,No
Moog-Azure-IaaS,RG-USAE2-MBS-Gateway,USAE2SVSAPPGW01,No
Moog-Azure-IaaS,RG-USAE2-MBS-Gateway,USAE2SVSAPPGW02,No
Moog-Azure-IaaS,RG-USAE2-MBS-Gateway,USAE2SVSAPQGW01,No
Moog-Azure-IaaS,RG-GBAZ1-Luton-ERP-WINMAN,GBAZ1SVLTNSQL01,No
Moog-Azure-IaaS,RG-GBAZ1-IndySoft,GBAZ1SVINDYSP01,No
Moog-Azure-IaaS,RG-GBAZ1-POWERBI-REPORT-NP,GBAZ1SVNPPBIR01,No
Moog-Azure-IaaS,RG-GBAZ1-POWERBI-REPORT-NP,GBAZ1SVNPPBIR02,No
Moog-Azure-IaaS,RG-GBAZ1-Directory,GBAZ1SVPSAPIG01,No
Moog-Azure-IaaS,RG-GBAZ1-Corp-ISOMA-Application,gbaz1pisoma01,No
Moog-Azure-IaaS,RG-CAAZ1-Veeam-Backup-Storage-Proxy,caaz1plivlr01,No
Moog-Azure-IaaS,RG-CAAZ1-SAP-OTAC-SQL,caaz1potacsql01,No
Moog-Azure-IaaS,RG-CAAZ1-SAP-OTAC-SQL-Test,caaz1xotacsql01,No
Moog-Azure-IaaS,RG-CAAZ1-IGSAP-OpenText-ArchiveCenter,caaz1pxecm01,No
Moog-Azure-IaaS,RG-CAAZ1-IGSAP-OpenText-ArchiveCenter-Test,caaz1xxecm01,No
Moog-Azure-IaaS,RG-USAE2-TIBCO_SPOTFIRE-DEV,USAE2SVTIBCOD01,No
Moog-Azure-IaaS,RG-USAE2-ESAR-PROD,USAE2SVESARP01,No
Moog-Azure-IaaS,RG-USAE2-Onestream-DEV,USAE2SVOSCOND01,No
Moog-Azure-IaaS,RG-USAE2-Onestream-DEV,USAE2SVOSFSD01,No
Moog-Azure-IaaS,RG-USAE2-Onestream-DEV,USAE2SVOSGSD01,No
Moog-Azure-IaaS,RG-USAE2-Onestream-DEV,USAE2SVOSRSD01,No
Moog-Azure-IaaS,RG-USAE2-Onestream-DEV,USAE2SVOSWEBD01,No
Moog-Azure-IaaS,RG-USAE2-ReACT-Prod,USAE2SVREACTP01,No
Moog-Azure-IaaS,RG-USAE2-Security-Hybrid_Worker-Prod,USAE2SVSHYBWP01,No
Moog-Azure-IaaS,RG-USAE2-LCD-DEMO,USAE2SVTDEMO01,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIBEDP01,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIBOTP01,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIBOTP02,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIBOTP03,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIBOTP04,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIOESP01,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIORWP01,No
Moog-Azure-IaaS,RG-USAE2-SCCM-Prod,USAE2SVSCCMDP01,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVOSFSQ01,Yes
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSCON01,Yes
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSCON02,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSCON03,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSCON04,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSGS01,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSGS02,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSGS03,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSGS04,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSRS01,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSRS02,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSRS03,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSRS04,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSWEB01,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSWEB02,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSWEB03,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSWEB04,No
Moog-Azure-IaaS,RG-USAE2-FloorPlanMapper-Prod,USAE2SVFPMAPP01,No
Moog-Azure-IaaS,RG-USAE2-CIMCO-Test,USAE2SVTCIMCO01,No
Moog-Azure-IaaS,RG-USAE2-AutoTime-Services,usae2svpatsvc01,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-Services,usae2svpatsvc02,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-WebClock,usae2svpatwebclk01,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-WebClock,usae2svpatwebclk02,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-DataFactory,usae2svpatadf01,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-DataFactory,usae2svpatadf02,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSCON01,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSCON02,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSCON03,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSCON04,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSFS01,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSGS01,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSGS02,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSGS03,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSGS04,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSRS01,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSRS02,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSRS03,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSRS04,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSWEB01,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSWEB02,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSWEB03,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSWEB04,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-Application,usae2svpatweb01,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-Application,usae2svpatweb02,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-Keycloak,usae2svpatkc01,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-Keycloak,usae2svpatkc02,Yes
Moog-Azure-IaaS,RG-USAE2-Okta-ADAgent,USAE2SVPOKTAD01,No
Moog-Azure-IaaS,RG-USAE2-Vaisala-viewLinc,USAE2SVPVLINC01,No
Moog-Azure-IaaS,RG-USAE2-PaloAlto-UserIDAgent,USAE2SVPPAUID01,No
Moog-Azure-IaaS,RG-USAE2-PaloAlto-UserIDAgent,USAE2SVPPAUID02,No
Moog-Azure-IaaS,RG-USAE2-WS1-SEG,USAE2SVPWS1EG01,No
Moog-Azure-IaaS,RG-USAE2-WS1-SEG,USAE2SVPWS1EG02,No
Moog-Azure-IaaS,RG-USAE2-WS1-SEG,USAE2SVPWS1EG03,No
Moog-Azure-IaaS,RG-USAE2-WS1-SEG,USAE2SVPWS1EG04,No
Moog-Azure-IaaS,RG-USAE2-Security-BeyondTrust-Remote-Support,usae2svpbtrs01,No
Moog-Azure-IaaS,RG-USAE2-Security-BeyondTrust-Remote-Support,usae2svpbtrs02,No
Moog-Azure-IaaS,RG-USAE2-Security-BeyondTrust-Management,usae2psecbtmt01,No
Moog-Azure-IaaS,RG-USAE2-AZSyn-Dev,USAE2SVDAZSYN01,No
Moog-Azure-IaaS,RG-USAE2-Directory,USAE2SVPSAPIG01,No
Moog-Azure-IaaS,RG-USAE2-SERVICENOW,USAE2SVPMDSN01,No
Moog-Azure-IaaS,RG-USAE2-SERVICENOW,USAE2SVPMDSN02,No
Moog-Azure-IaaS,RG-USAE2-Corporate-Xerox,usae2pxdm01,No
Moog-Azure-IaaS,RG-USAE2-DevOps-DevOps-Agent,usae2svpazdo01,No
Moog-Azure-IaaS,RG-USAE2-Corporate-SharePoint2013-Migration,usae2psp01,No
Moog-Azure-IaaS,RG-USAE2-Corporate-SharePoint2013-Migration,usae2psp02,No
Moog-Azure-IaaS,RG-USAE2-Corporate-SQL2019-Dev,usae2d19sql01,No
Moog-Azure-IaaS,RG-USAE2-Corporate-SQL2019,usae2p19sql01,No
Moog-Azure-IaaS,RG-USAE2-Automic-Engine,usae2pautapp01,Yes
Moog-Azure-IaaS,RG-USAE2-Automic-Engine,usae2pautapp02,Yes
Moog-Azure-IaaS,RG-USAE2-Corp-LogRhythm-Data-Index,usae2plrdx06,No
Moog-Azure-IaaS,RG-USAE2-Corp-LogRhythm-Data-Index,usae2plrdx07,No
Moog-Azure-IaaS,RG-USAE2-Corp-LogRhythm-Data-Index,usae2plrdx08,No
Moog-Azure-IaaS,RG-USAE2-Corp-LogRhythm-Data-Index,usae2plrdx09,No
Moog-Azure-IaaS,RG-USAE2-Security-CA-Issuing-Server,usae2pcrtath01,No
Moog-Azure-IaaS,RG-USAE2-Corporate-PrintSystem-CostaRica,usae2pprntsys01,No
Moog-Azure-IaaS,RG-USAE2-Security-Nexpose-Rapid7,usae2pnexpose01,No
Moog-Azure-IaaS,RG-USAE2-SLM-Pro2-Prod,usae2pslmpro01,No
Moog-Azure-IaaS,RG-USAE2-Shared-WebApplication-Prod,usae2padfs07,No
Moog-Azure-IaaS,RG-USAE2-Shared-WebApplication-Prod,usae2padfs08,No
Moog-Azure-IaaS,RG-USAE2-LN-DFRuntime-Prod,usae2plndfrt01,No
Moog-Azure-IaaS,RG-USAE2-Identity-Corp-DC,USAE2SVCORPDC01,No
Moog-Azure-IaaS,RG-USAE2-Corp-SFTP,usae2psftp01,Yes
Moog-Azure-IaaS,RG-USAE2-Corporate-SFTPTest,usae2psftpnettest01,No
Moog-Azure-IaaS,RG-USAE2-Dynatrace-Dyna,usae2xdynatrc01,No
Moog-Azure-IaaS,RG-USAE2-Indysoft-App-Test,usae2xindysft01,Yes
Moog-Azure-IaaS,RG-USAE2-corp-slm-python-scripts-01,usae2svpscrpt01,No
Moog-Azure-IaaS,RG-USAE2-corp-slm-python-scripts-02,usae2svpslmpy01,No
Moog-Azure-IaaS,RG-USAE2-Veeam-SQL-Application,usae2svpvsql01,No
Moog-Azure-IaaS,RG-USAE2-Shared-MCGADF-Prod,usae2pmcgadf01,No
Moog-Azure-IaaS,RG-USAZ2-Onestream-QA,USAZ2SVOSFSQ01,No
Moog-Azure-IaaS,RG-USAZ2-Onestream-Prod,USAZ2SVPOSFS01,Yes
Moog-Azure-IaaS,RG-USAZ2-AutoTime-DataFactory,usaz2svpatadf01,Yes
Moog-Azure-IaaS,RG-USAZ2-AutoTime-DataFactory,usaz2svpatadf02,Yes
Moog-Azure-IaaS,RG-DEAZ1-Veeam-Backup-Storage-Proxy,deaz1plivlr01,No
Moog-Azure-IaaS,RG-NLAW2-Payroll-Nugget-Application,nlaw2pnugg01,No
Moog-Azure-IaaS,RG-DEAZ1-Security-Nexpose-Rapid7,deaz1pnexpose01,No
Moog-Azure-IaaS,RG-SGAZ1-Logrhythm,SGAZ1SVLRDC01,No
Moog-Azure-IaaS,RG-SGAZ1-Delta_Enteral_Pump-Dev,SGAZ1SVDEIPSD01,No
Moog-Azure-IaaS,RG-SGAZ1-Teamcenter-Prod,SGAZ1SVPTCVOL01,No
Moog-Azure-IaaS,RG-SGAZ1-PaloAlto-UserIDAgent,SGAZ1SVPPAUID01,No
Moog-Azure-IaaS,RG-SGAZ1-PaloAlto-UserIDAgent,SGAZ1SVPPAUID02,No
Moog-Azure-IaaS,RG-SGAZ1-Veeam-China,veeam-linux-helper-appliance-ht4xp,No
Moog-Azure-IaaS,RG-SGAZ1-LNSWP-APAC-PROD,SGAZ1SVPLSAPC01,No
Moog-Azure-IaaS,RG-SGAZ1-LNSWP-APAC-PROD,SGAZ1SVPLSAPC02,No
Moog-Azure-IaaS,RG-SGAZ1-Veeam-Backup-Storage-Proxy,sgaz1plivlr01,No
Moog-Azure-IaaS,RG-SGAZ1-SGSI1-DataCenter,sgsi1svfil01,No
Moog-Azure-IaaS,RG-AUAZ1-Veeam-Backup-Storage-Proxy,auaz1plivlr01,No
Moog-Azure-IaaS,RG-NLAW2-PaloAlto-UserIDAgent,NLAW2SVPPAUID01,No
Moog-Azure-IaaS,RG-NLAW2-PaloAlto-UserIDAgent,NLAW2SVPPAUID02,No
Moog-Azure-IaaS,RG-NLAW2-SLM-CURLIN,NLAW2SVPCURL801,No
Moog-Azure-IaaS,RG-NLAW2-SLM-CURLIN,NLAW2SVPCURL802,No
Moog-Azure-IaaS,RG-NLAW2-Veeam-Backup-Storage-Proxy,nlaw2plivlr01,No
Moog-Azure-IaaS,RG-NLAW2-LNSWP-EMEA-PROD,NLAW2SVPLSEMA01,No
Moog-Azure-IaaS,RG-NLAW2-LNSWP-EMEA-PROD,NLAW2SVPLSEMA02,No
Moog-Azure-IaaS,RG-NLAW2-IG-SharePoint-Migration,nlaw2psp01,No
Moog-Azure-IaaS,RG-NLAW2-Security-CA-Issuing-Server,nlaw2pcrtath01,No
Moog-Azure-IaaS,RG-NLAW2-IG-China-TestStand,nlaw2ptststnd01,No
Moog-Azure-IaaS,RG-NLAW2-IG-SLM-SQL2019,nlaw2pslmsql01,No
Moog-Azure-IaaS,veeam-auto-0550518f-5049-4cf4-a9c3-74ca749950cf,veeam-proxy-appliance-2b31e5c0-371c-4321-b271-044cba6fc7c7,No
Moog-Azure-IaaS,veeam-auto-0550518f-5049-4cf4-a9c3-74ca749950cf,veeam-proxy-appliance-597fe352-1684-44d4-9e99-a3db93423b18,No
Moog-Azure-IaaS,RG-GBAZ1-MCG-BI,gbaz1svdfactd01,No
Moog-Azure-IaaS,RG-GBAZ1-MCG-BI,gbaz1svdfactp01,No
Moog-Azure-IaaS,RG-GBAZ1-HCM,GBAZ1SVHCMD01,No
Moog-Azure-IaaS,RG-GBAZ1-HCM,GBAZ1SVHCMP01,No
Moog-Azure-IaaS,RG-USAE2-MCG-BI,usae2svdfactd01,No
Moog-Azure-IaaS,RG-USAE2-MCG-BI,usae2svdfactp01,No
Moog-Azure-IaaS,RG-Moog-Americas-HAProxy,USAE2HAPROXY1,No
Moog-Azure-IaaS,RG-Moog-Americas-HAProxy,USAE2HAPROXY2,No
Moog-Azure-IaaS,RG-Moog-Central-AAA,usaz2svacard01,No
Moog-Azure-IaaS,RG-DEAZ1-Network,DEAZ1SV-VCE01,No
Moog-Azure-IaaS,RG-DEAZ1-Network,DEAZ1SVVCEJMP01,No
Moog-Azure-IaaS,RG-DEAZ1-Veeam,deaz1svvbop01,No
Moog-Azure-IaaS,RG-DEAZ1-Veeam,DEAZ1SVVLP01,No
Sub-MoogComm-Corp-Analytics-UK-Prod,RG-GBAZ1-Analytics-IRE,gbaz1pint01,Yes
Sub-MoogComm-Corp-Analytics-UK-Prod,RG-GBAZ1-Analytics-Power-BI-Gateway,gbaz1pprwbi01,No
Sub-MoogComm-Corp-Analytics-UK-Prod,RG-GBAZ1-Analytics-Power-BI-Gateway,gbaz1pprwbi02,No
Sub-MoogComm-Corp-Analytics-UK-Prod,RG-GBAZ1-Analytics-EDW-01,gbaz1pedw01,No
Sub-MoogComm-Corp-Analytics-UK-Prod,RG-GBAZ1-Analytics-EDW-01,gbaz1pedw02,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-DB-HANA-BW4-Dev,gb1dbw4db01,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-DB-HANA-BW4-QA,gb1qbw4db01,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-AS-BW4-QA,gb1qbw401,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-AS-BODS-QA,gb1qbods01,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-DB-BODS-QA,gb1qbodsdb01,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-AS-BW4-Dev,gb1dbw401,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-AS-BODS-Dev,gb1dbods01,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-SFTP-NP,gb1nsftp01,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-MFGPro-IRE-Dev,gb1dmfgpro01,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-SQL-TEST-Dev,gbaz1svdsqlt01,No
Sub-Moog-IG-SAP-Prod,RG-GBAZ1-IGSAP-SAP-DB-HANA-BW4,gb1pbw4db01,No
Sub-Moog-IG-SAP-Prod,RG-GBAZ1-IGSAP-SAP-DB-BODS,gb1pbodsdb01,No
Sub-Moog-IG-SAP-Prod,RG-GBAZ1-IGSAP-SAP-AS-BODS,gb1pbods01,No
Sub-Moog-IG-SAP-Prod,RG-GBAZ1-IGSAP-SAP-AS-BW4,gb1pbw401,No
Sub-Moog-IG-SAP-Prod,RG-GBAZ1-IGSAP-SAP-SFTP,gb1psftp01,No
Sub-Moog-IG-SAP-Prod,RG-GBAZ1-IGSAP-SAP-MFGPro-IRE,gb1pmfgpro01,No
Sub-MoogComm-GenerativeAI-NonProd,RG-USAE2-GEN-AI-DEVVM-D,lvm-ilab-test-d,No
Sub-MoogComm-SmartFactory-Dev,rg-USAE2-FAC-PLA-2-MANAGEMENT-D,vm-usae2-fac-pla-2-d,No
Sub-MoogComm-SmartFactory-Prod,rg-GBAZ1-FAC-PLA-MANAGEMENT-P,vm-gbaz1-fac-pla-p,No
Sub-MoogComm-SmartFactory-Prod,rg-INDC1-FAC-PLA-MANAGEMENT-P,vm-indc1-fac-pla-p,No
Sub-MoogComm-SmartFactory-Prod,rg-USAE2-FAC-PLA-MANAGEMENT-P,vm-usae2-fac-pla-p,No
Sub-Moog-AD-SAP-NonProd,RG-GBAZ1-ADSAP-3-Solumina-ActiveMQ-QA,gbaz1svq3solm01,No
Sub-Moog-AD-SAP-NonProd,RG-GBAZ1-ADSAP-Solumina-Bastion-NP,gbaz1svnsolba01,No
Sub-Moog-AD-SAP-NonProd,RG-GBAZ1-ADSAP-Solumina-ActiveMQ-Trn,gbaz1svtsolm01,No
Sub-Moog-AD-SAP-NonProd,RG-GBAZ1-ADSAP-Solumina-ActiveMQ-QA,gbaz1svqsolm01,No
Sub-Moog-AD-SAP-Prod,RG-GBAZ1-ADSAP-Solumina-Bastion,gbaz1svpsolba01,No
Sub-Moog-AD-SAP-Prod,RG-GBAZ1-ADSAP-Solumina-ActiveMQ,gbaz1svpsolm01,No
Sub-Moog-AD-SAP-Prod,RG-GBAZ1-ADSAP-Solumina-ActiveMQ-Prep,gbaz1svrsolm01,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-CloudConnectors-Prod,NLAW2SVPXCCC001,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-CloudConnectors-Prod,NLAW2SVPXCCC002,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-CloudConnectors-Prod,NLAW2SVPXCCC003,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-FAS-Prod,NLAW2SVPXFAS001,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-FAS-Prod,NLAW2SVPXFAS002,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-Storage-Prod,NLAW2SVPXDFS001,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-Storage-Prod,NLAW2SVPXDFS002,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-Storage-Prod,NLAW2SVPXDFS003,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-MasterImages-Prod,NLAW2SVPXSDP000,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-MasterImages-Prod,NLAW2SVPXSHD000,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-MasterImages-Prod,NLAW2SVPXVDN000,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-MasterImages-Prod,NLAW2SVPXVDP000,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-MasterImages-Prod,NLAW2WKPXVDP000,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod02,NLAW2SDXVDP01,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod02,NLAW2SDXVDP07,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod02,NLAW2SDXVDP14,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod02,NLAW2SDXVDP15,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod02,NLAW2SDXVDP16,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod02,NLAW2SDXVDP21,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod02,NLAW2SDXVDP22,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod02,NLAW2SDXVDP23,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod02,NLAW2SDXVDP24,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod02,NLAW2SDXVDP26,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP007,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP028,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP030,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP031,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP033,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP035,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP036,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP037,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP039,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP040,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP044,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP045,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP046,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP047,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP048,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP055,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP056,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP058,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,rg-nlaw2-citrix-infrastruture-virtualdesktops-prod04,NLAW2SVPXVDP059,No
